name,rating,price,restaurant_type,address,combined_desc_reviews_type
Café de l’Homme,3.8,100.0,French restaurant,"17 Pl. du Trocadéro et du 11 Novembre, 75016 Paris 16","cool french bistro musee de lhomme featuring eiffel tower view outdoor table unforgettable culinary experience nchaque plat real chief dish made u travel daring association magnificently highlighted unforgettable dinner dish refined delicious service warm lambing decoration absolutely sumptuouson terrace take picture admire tower went lannniver brotherly framework, beautiful friendly meal delicious French restaurant"
Café de l’Homme,3.8,100.0,French restaurant,"17 Pl. du Trocadéro et du 11 Novembre, 75016 Paris 16","cool french bistro musee de lhomme featuring eiffel tower view outdoor table unforgettable culinary experience nchaque plat real chief dish made u travel daring association magnificently highlighted unforgettable dinner dish refined delicious service warm lambing decoration absolutely sumptuouson terrace take picture admire tower went lannniver brotherly framework, beautiful friendly meal delicious French restaurant"
TAJMAHAL-Paris- Centre-Halal-Tour-Eiffel,4.7,30.0,Indian restaurant,"14 Rue Copernic, 75116 Paris 16",superb discovery decor simple table well made damblé offer typical crisp bread sauce service nickel dish good taken lens soup impeccable butter service excellent especially samosa vegetablesand hot cheese naan recommend restaurant first time really liked everything service highest level romantic latmosphère tasty dish think become one favorite restaurant paris thanksto staff polite pleasant professional good halal restaurant far eiffel lambiance tower cozy kitchen top service excellent good indianness cuisine pleasant personal good advice calm soothing passeda good time Indian restaurant
Le Corner,4.3,30.0,French restaurant,"68 Av. Kléber, 75016 Paris 16","classic french dish like omelette steak onion soup plus drink laidback corner space excellent small parisian restaurant ideally located kléber lacillar triumph place trocadéro personal pleasant service quality dish reasonable price bravo small parisian brewery located larc de triomphe eiffel tower map fairly large thepersonnel rather welcoming service rather slow quality relationshipprix ​​also perfected lespace remains small compared number table customer present restaurant top meal magnificent incredible place pleasant server longthat welcomed restaurant still advise book upstream location nice quality kitchen price correct quantities, pattern son sympanles vegetable quest delight good enteringthe restaurant excellent smell truffle tickled nostril come enjoy good dish served lady pleasant italian accent thank good time French restaurant"
Terra,4.6,,Restaurant,"21 Rue des Gravilliers, 75003 Paris 3","highend sharing plate natural wine served fashionable eveningonly restaurant good restaurant setting intimate pleasant entrance delicious particularly spelled risotto mushroom delicious setting restaurant superb personal lecoute adapts pregnant woman, sometimes found dish expensive compared quantity ofexcellent food recommend slowly mushroom dish share good generous portion intimate setting super place romantic dinner count 80 per person starter wine Restaurant"
Dessance,4.6,100.0,Haute French restaurant,"74 Rue des Archives, 75003 Paris 3",chic bistro renowned creative gastronomy tasting menu drink pairing rare still find gastronomic table fully vegetarian menu vegetarian lexperience duence happy already tested menu 3 time change card beautiful gastronomic experience looking chance maraisand came across drawing pleasantly surprised quality dish impeccable service excellent would come back incredible meal make occantout delicious dish explained tasting highly recommend beautiful table le dish wonderfully executedare refined flavor elaborate amazing texture still suggest daunting quantity garnish make plate gourmet gourmet opinion beautiful good place start well end evening 2 service sensational tableof chef loccation living real culinary experience thank team formed perfect symbiosis make u live unforgettable moment see quickly Haute French restaurant
Le Marais Restaurant Paris,4.5,30.0,Mediterranean restaurant,"47 R. de Turbigo, 75003 Paris 3",prime steak burger salad dessert plus beer wine easygoing venue courtyard respectable restaurant price reasonable pizza original delicious entry lot burata menu excellent hand know time real treat lover meat nswe enjoyed absolutely divine beef coast restaurant meat perfectly cooked beautiful caramelized crust lexterior pleasant moment marsh service really top team attentive smiling lambis relaxed break even ifwe correct service terrace terrace pizza fairly good correct pasta without disappointing lebanese salad salad bought sachet certain old leaf gave rotten taste know mixture supermarket salad feta much blueberry raspberry bread breadpizza without interest worse intercap life quality meat good cost 33 euro nimmer dough well cooked Mediterranean restaurant
Le MaZenay,4.6,,French restaurant,"46 Rue de Montmorency, 75003 Paris 3",farmtotable french dish made seasonal ingredient served sophisticated setting dear team nquand paris visit mazenay u always must excellent discovery rue de montmorency high -flying kitchen led chef denis card put game human hare royalexcellent foie gras lemongrass grape without forgetting pigeon cherry dantal beautiful cooking juice fall addition best dolphine apple world nothing remember canteen bistro frompicard millefeuille mounted minute legend French restaurant
Restaurant L'Oyat,4.7,,French restaurant,"11 Rue Notre Dame de Nazareth, 75003 Paris 3",good flat gastronomic restaurant refined delicious special nmention beef net accompanied incredible celery sheet extraordinary evening smiling chef attentive discreet exceptional good beautiful food gastronomic refined table calm settingand sweet essential address total disappointment service clearly review total opposition kitchen refined delicate French restaurant
Au Fil des Saisons,4.4,40.0,French restaurant,"6 Rue des Fontaines du Temple, 75003 Paris 3",cozy bistro exposedstone wall patio offering classic meal seasonal ingredient excellent dinner restaurant located building classified greatly appreciated starter dessertsnlaccueil service friendly place incredible delighted discovered regularly know make difference isby warm welcome also quality cuisine little touch know eat neither meat really jadorenci fish still frankly dishonest reserved 10 finally arrived 7 warning empty restaurant 1:15 p.m.a wednesday ask menu day told server hand u French restaurant
Bonnard - Restaurant végétarien à Paris 3,4.7,,Vegetarian restaurant,"18 Rue des Gravilliers, 75003 Paris 3",super good culinary experience bonnard service fast server friendly dish cooked great taste accompanied good organic wine tasted everything entry vegetarian pleasantly surprised quality andthe treatment provided restaurant creative kitchen ultra -fresh ingredient incredible dish dish small vegetarian restaurant refined dish limited card guarantee quality dish homemade original wonderfully worked flavor verynice cozy room short delighted special mention roasted cabbage miso Vegetarian restaurant
Lucky Paris 3 - 人间烟火,4.9,20.0,Asian restaurant,"47 Rue au Maire, 75003 Paris 3",good chinese restaurant discovered chance dish ordered delicious corresponded well kitchen wenzhou yongjia pancake best could taste paris chinese cuisine authenticnous liked everything except noodle souphouse house dough made last minute either missing ingredient either dough time rest delicious homemade recommend sweet potato noodle tried restaurant recently recent recentcook busy making good little homemade dish everything really good nice exceptional quality discovery delighted special mention sautéed pork eggplant Asian restaurant
Le Jackpot,4.7,40.0,Modern European restaurant,"10 Rue des Haudriettes, 75003 Paris 3",quaint spot exposedwood beam featuring seasonal vegetarian plate plus wine beer nice experience jackpot service quality sincerely pleasure share share small portion cost 8 beautiful place warm atmosphere friendly welcome server chef go table andhe know take risk cook excellent dish particular attention gastronomic bistro lignor entered placed command surprised saw size portion taste dishand beauty place worth detour Modern European restaurant
Les Enfants Rouges,4.5,,Modern French restaurant,"9 Rue de Beauce, 75003 Paris 3",classic french cuisine japanese flair artfully presented modern bistro setting bistrot frame table close creating traditional french bistro atmosphere mastered good fresh product excellent parisian table hidden discreet street chef mix brilliance french cuisine japanese inspiration service perfect fast dish aredelicious incredible dessert located 50 noon weekday flat entrance dessert mouth small original corn mousse good bread slightly grilled accompaniment Modern French restaurant
Camille,4.3,,French restaurant,"24 Rue des Francs Bourgeois, 75003 Paris 3",intimate homestyle bistrobrasserie known duck steak cocktail sidewalk terrace unique place typically parisian atmosphere calm generous inimitable cuisine morning drink nethé richard tea real teapot become rarely tea published instagram ericpanamen border 3rd 4th arrondissements ofparis la rue de French restaurant
L'INAPERÇU,4.6,,French restaurant,"65 Rue Beaubourg, 75003 Paris 3",surprised quality dish wanted coffee finally lunch great pleasure recommend take short break place dish dessert delight twice came takea coffee still satisfied staff pleasant quality service food excellent supplement tea good thank much excellent point come back quality dish menu 59 complete withbeautiful portion lightness pretty presentation perfect service beautiful discovery concept restaurant bookstore tasty seasonal season small downside dish cold nice service highly recommend came brunch friend loved aphoto book shop darriver la décoration restaurant particular toilet theme photo French restaurant
Sacré Frenchy !,4.6,,Restaurant,"58 Bd de Sébastopol, 75003 Paris 3","warm french restaurant serving classic sharing plate meat dish plus salad wine exceptional experience sacred frenchy nnus great time restaurant service quality dish good place cozy singer good music particularly liked los marrow find better dautere restaurant le toastsin lail good clean nice place come meals, great ask menu half drink ordered brought child -ordered dish 1st brought last bitvery nice brasserie good value money took well -seasoned tartare beef angus pepper sauce top fresh fry good wine rosé day service perfect addition thought arrived ausual brasserie surprise splendid plate generous tasty kitchen smiling friendly team rare address test absolutely Restaurant"
Yansai 3 - Restaurant asiatique Paris - Guabao Taiwanais,4.8,20.0,Hot pot restaurant,"88 Rue des Gravilliers, 75003 Paris 3",japanese chicken curry good consisting perfect stalling marinated marinated supplement add little nicer even exceptional guabao also tasty find bit good find dear thequantity regard baosn14e 2 without accompaniment little expensive especially since salad took bao pork good fast without essential interesting want change vietnamese sandwich burger noon price comply withcorrect japanese curry district take pork bao link little coriander herb eggplant good review mixed quality degrades price high quantity served especially concerning bao fried chicken contains muchgras damage staff nice accommodating opened room leather Hot pot restaurant
Les Chartrons,4.7,30.0,Restaurant,"2 Rue au Maire, 75003 Paris 3","nice restaurant good value money exquisite server good advice wine recommend dinner flat dessert count 22 really delicious meal magnificent experience today thanks server caring addition extremely reactive youlike lauthenticity conviviality ideal, thank good moment come back pleasure taste card small bistro neighborhood without great pretensionnplut received without great warmth attention server seemed tired nice good simple good neighborhood restaurantreasonable price good reception branch district authentically parisian address recommend bistro small quiet gastronomic place marsh le chartrons jai tasted hambur red cabbage three -star delight strategy culinary matter weeat good hamburger american fast food pale copy boone kitchen day good service Restaurant"
DARI Restaurant,4.5,20.0,Tunisian restaurant,"13 Rue Mademoiselle, 75015 Paris 15",perfect service attentive professional tunisian dish real tasty authentic treat flavor recall traditional tunisian cuisine bite culinary trip real delight taste bud highly recommend unique gourmet experience goodplace traditional tunisian food service excellent attentive product good recommend people visit around 12:00npremière came restaurantnlaccueil good took chapati sandwich accompanied fry Tunisian restaurant
Le Village du 15,4.5,30.0,Brasserie,"11 Rue du Laos, 75015 Paris 15",easygoing choice outdoor table serving burger changing menu traditional dish came eat well received pattern dish quality fresh product treaty tuna tataki salmon tartare also perfect experience village 15 kitchen deliciousbut service distinguishes place big thank dylan server warm welcome professionalism attention lunch 14 restaurant located far lunesco planned visit dish generous andhomemade guest delighted added bonus top professional service dylan Brasserie
LA GAULOISE PARIS,4.3,,French restaurant,"59 Av. de la Motte-Picquet, 75015 Paris 15",coq au vin steak frites cheese board classically styled brasserie sidewalk terrace great time restaurant dish delicious server welcoming pleasant decoration american friend wanted good traditional french cuisine everything delicious impeccable service discreet music reserved saturday evening andit judicious obviously one appreciated beautiful good restaurant traditional cuisine good value money parisnumat quiet miselard music damage French restaurant
Le Vitis,4.6,,Restaurant,"8 Rue Falguière, 75015 Paris 15",small neighborhood restaurant restaurant bistrot good association sometimes amazing taste nice atmosphere small selection nice wine wine list price establishment ideally located next montparnasse station workplacemarket cuisine varied everything fresh delicious service warm attentive recommend dinner tonight really lot reproach bottle pinot noir dalsace phew however thevouvray good highly recommend good little bistro decoration based painting small statue reduced extremely screwed card filled unusual mixture around seasonal fruit vegetable good address purest tradition ofbrothers delacourcelle started clos morillon continued meadow tasty kitchen depices treat Restaurant
Les Artisans,4.3,30.0,French restaurant,"106 Rue Lecourbe, 75015 Paris 15","bustling allday eatery outdoor seating warm vibe serving meal light bite plus wine simple good nice server care even returned add big marnier make three delicious pancake flambé tartare fry truffle good, first experience bistro this.was really excellent experiencenles price perhaps high bit high quality eat good address took delicious knife tartare good bottle red wine advised matteo pleasant smiling server thank thisgood time great experience best breakfast ever tasted service top thank much ben pleasant atmosphere good address sèvres lecourbenaccueil warm serversnla food good croc sir tasty burger French restaurant"
Aux Artistes,4.5,20.0,French restaurant,"63 Rue Falguière, 75015 Paris 15",homestyle french dish loire valley languedoc wine retro familyrun establishment good restaurant excellent value money warm friendly nla quality dish meeting authentic french cuisine restaurant see often nice welcome room long find decoration mixing surfing plateson wall tablecloth red white tile warm atmosphere good dish would liked 2 whole egg mayonnaise terrine served generously hand well goulash good chicken skewer beautiful discourse discovery room really topnpersonnelvery friendly charming traditional helpful fast friendly without fuss perfect good franquette like artist atmosphere customer deceive authentic c false bistro French restaurant
Harper's Paris 15,4.8,30.0,French restaurant,"46 Bis Bd du Montparnasse, 75015 Paris 15",came sunday brunch disappointed good value money plate well supplied everything good looked restaurant far theater nice discovery dish delicioustasty hearty warm welcome excellent thank much xa0petits surprisesxa0 need dinner far montparnasse station found little restaurant via internet discovery whether staff kitchen lambiance French restaurant
La Parenthèse,4.5,40.0,Restaurant,"32 Bd du Montparnasse, 75015 Paris 15",parenthesis parisian parenthesis parisian brasserie parisian brewery good service dish experience top parenthesis could become usual sympathetic available team attentive make u good time tasty dish served generously cooked perfectlymastered friendly welcome arrived 10 people without reserved around 9 p.m. welcomed sourirerère good meal fresh product appreciated come back good time establishment Restaurant
Le Borromée,4.7,30.0,French restaurant,"224 Rue de Vaugirard, 75015 Paris 15",one member léquipe du borrome porte lsse jean unbearable visually apart wine advice always good long time divineservice able delight flat dessert completely reasonable price highly recommend balanced tartare lendroit house mayonnaise sauce quickly become sound usually first time eat charcuterie board toogood product quality well selected service top pleasant room spacious address highly recommend dish reasonably good product good affordable price hand light complicated dinner black looksof chief server take eye without sending u French restaurant
Le Cherine,4.7,50.0,Restaurant,"74 Rue de la Croix Nivert, 75015 Paris 15",absolutely incredible address cozy atmosphere attentive kind staff rather atmosphere pleasure receive sell simply nice meal place warm welcoming dish beautiful discovery thehabit eating lebanesenate dish well servedthe taken still high negative take restaurant card restaurant sunday case perfectly air conditioned room time top service top nice adorable unique mix special beef sauce lailnje come back pleasant discovery forlebanese cooking enthusiast recommend taste appointment good value money portion generous service top waitress smiling kind give good advice latmosphere cozy recommend soon arrived warmly welcomed staff whohas shown professional attentive throughout meal Restaurant
Le Pareloup,4.3,30.0,French restaurant,"16 Rue Beaugrenelle, 75015 Paris 15",modern bistro sidewalk table serving foie gras duck confit plus snail oyster moment share loved one go superb night family fell chance little restaurant map made france lack excellent service good conviviality young woman dining room attentive smiling even young boyat end service seemed miss little tone carafe deau pleasant bistro hour good generous french cuisine nice service homemade butter kitchen made institution neighborhood like fact thatthe flat starter flat entrance menu exceptional dessert dessert simple home simple presentation meal simple result experience simply exceptional service warm respectful food incredibly good favorite beef superb discovery nnous eaten 1 beef coast for2 son simply delicious addition shown piece meat cooking French restaurant
L'Abreuvoir,4.6,30.0,French restaurant,"24 Rue du Dr Finlay, 75015 Paris 15",informal space terrace offering traditional dish happyhour special beautiful place recommend lincontournable 15th arrondissement team great dish dessert well cocktail always good thank team topnalias sun superb place eat traditional succulent kitchen hearty dishesbread good setting friendly atmosphere put server perfect server attentive good advice satisfied recommend make good brewery change card season offersdishes little sought time return disappointed French restaurant
Le Point de Chute,4.8,40.0,Restaurant,"17 Bd Victor, 75015 Paris 15",restaurant good atmosphere pleasant friendly welcome quantity price correct bos take advantage olympics increase price much good address downside slightly high price origin ofmeat slow consumer little maximum note original eu beyond good cuisine special lemon cake poppy reservation recommended eat well cooked seasonal product master's master bos isattentive whole great restaurant burger ouuf simply excellent atmosphere crazy benevolent bos sincere kindness recommend good time spent limprotiste lunch point fall friendly welcome lapéritif offered Restaurant
Le P'tit Lecourbe,4.4,,French restaurant,"26 Rue Lecourbe, 75015 Paris 15","despite late hour arrived eat well received meal terrace quality dish excellent dinner, simple effective bistro kitchen, recommend excellent meal perfect cooking quality product service small onionssansto essential place district managed young worker bos sébastien still oven mill kitchen service room preparation cocktail supported adorable team attentive start going drink léquipe work verysympanun day decided lunch dish excellent good surprise warm atmosphere essential place lecourbe street eat well well received team gentlenon feel like home French restaurant"
L'Argument,4.3,30.0,Brasserie,"121 Rue de la Convention, 75015 Paris 15","easygoing spot woodpanelled wall outdoor seating offering classic meal cocktail recommend 100 passing paris professional event dinner alone around 9 p.m. immediately took order served less 10 minute chose dish day xa0assiette merxa0 fruit good discovery well advisable copious advisersand tasty scented heavy warm pleasant brasserie located 15th graduate great care welcome, choice place small cozy corner manager smiling willing lend excellent discovery dish tasty well presented andthe service impeccable highly recommend original kitchen full flavor sober warm setting feel service caring beautiful place deserves stop Brasserie"
Chakaiseki Akiyoshi,4.8,100.0,Restaurant,"59 Rue Letellier, 75015 Paris 15",incredible experience nous greeted 12 noon manager dressed traditional outfit return lettock disability booking group beautiful immersion japanese culinary lact sensitive warm welcome beautiful promise palate complexity flavorsthe refined subtle subtle dinner declined several tasting juite lunch chakaiseki akiyoshi especially lived unforgettable experience outside time lespacentous done make feel relaxed ready take full advantage specialit would said monastery principle dhote table austere cook put sympathetic atmosphere japanese cuisine great preparation eating eating soup without many flavor short delighted toodear xa0plaisirxa0 restaurant offer nice spouse occasion feasted start finish wine food association perfect Restaurant
Au Métro,4.4,30.0,Southwest France restaurant,"18 Bd Pasteur, 75015 Paris 15","great place eat good local dish pleasant considerate server customer smile look customer atypical decor recommend 100 bravo thank superb discovery bar rugbysud ouest atmospherein heart paris, superb friendly atmosphere bos employee top ill back soon superb moment spent family shared family atmosphere good franquette beautiful southwest nsuper service kitchen top go beautiful discovery atypical establishmentthat chance know said besides place rugby hungry bos beautiful meeting beautiful people rich coffee like bos like rugby jersey rugby jerseyscutting photo badge pennant winning photo cheap trip france scotland ireland always lamability simplicity pleasant pleasant stopover Southwest France restaurant"
Abstinence - Restaurant & Wine Bar Vinyl,4.5,,French restaurant,"47 Av. de la Motte-Picquet, 75015 Paris 15","lively outfit stylish interior outdoor seating offering classic dish asian twist pleasant place 2 step sympathetic marsnsenvice field lécoutencest good dish worked generous must really delicate go eye closed nle personal welcoming professional culinary level let's really exceptional recommend lagneauconfit jerusalem artichoke lost brioche caramel incredible great culinary experience big crush entry worked original good qualityprix lambrix ​​very nice beware noisy nice little overflowed thehaving service lacked little personalization super place motte picquet nlendroit nice lambide super nice nice dinner food excellent special mention super good entry good restaurant simple effective decoration arepleasantly received placed coat helmet locker room winter, better place bench took total flat starter dessert French restaurant"
LE PAVILLON Paris 15,4.4,30.0,French restaurant,"53B Av. de la Motte-Picquet, 75015 Paris 15",taken foie gras well part bagel well tell skimp quantity quality really super good generous traditional kitchen well worked elegant modern setting iscareful often creative dish well executed pleasant address quality gastronomic experience breakfast pavilion refined experience crispy croissant fresh bread perfectly cooked egg setting elegant bright ideal start dayservice added posteriori thank manager commercial gesture following situation described obviously exceptional 5:30 pm datente 5 dish poor tasteless presentation super atmosphere well received pleasant personal good advice level ofthe card French restaurant
Sphère,4.8,100.0,Haute French restaurant,"18 Rue La Boétie, 75008 Paris 8","lensemble good great discovery service top chose menu 6 stage good atmosphere even people talking loud necessarily server told good evening many advertisement oninstagram various social network pique curiosity went restaurant 30th anniversary sister family excellent moment tasting term amuses bouches excellent foie gras lobster without forgetting dessert kirroyal burgundy chose carte blanche menu 6 dish well bottle red wine everything good well advised wine married well amuses mouth 2 meat fish 2 verybeautiful culinary taste experience restaurant celebrate birthday, arrival well received Haute French restaurant"
Le Carré Élysée,4.6,40.0,French restaurant,"49 Av. Franklin Delano Roosevelt, 75008 Paris 8","meal superb server top food good well served recommend 1000 dream denfant ncet establishment cellar great crusnjai always wanted taste castle rothschild mouton today weekend paris 5 friend wediscovered restaurant beautiful storefront, service perfectnfred jimmy others adorable French restaurant"
Le Mermoz,4.5,,Bistro,"16 Rue Jean Mermoz, 75008 Paris 8", Bistro
Beauvau Saint-Honoré,4.4,,French restaurant,"4 Rue des Saussaies, 75008 Paris 8",informal restaurant preparing classic corsican main dessert along wine beer cocktail warm welcome service impeccable much quality dish lambide restaurantnles taken exercised neighborhood worth price given good quality dish rest good kitchen super nice nice fairly settingdiscreet place beauveau pleasant young waitress seems professional dahnia thank service come back recommend French restaurant
Da Alfredo Restaurant Paris 8,4.7,,Italian restaurant,"182 Bd Haussmann, 75008 Paris 8",happy discovered address totally chance business trip 4 day went 2 day daffilenles pasta delicious well launch risotto calamars alfredo team adorable jennifer wonderful kitchenitalian offered great discovery boulevard hausmann thank warm full dhumour delicious kitchen context warm atmosphere facetious room chef perfect lunch nest ladition salty Italian restaurant
Restaurant Super Huit Paris 8,4.8,,Restaurant,"95 Rue de Miromesnil, 75008 Paris 8",everything perfect slow dessert map well thought wine faultless chef kitchen simplicity controlled feel good chef taste good product new address neighborhood intesting dinner 2 shared dish taste everything sought -after plate keeping gourmet side heart sauce main dish frame time common experience daring wine andpurposes come highlight plate made Restaurant
L'Empire du 8ème,4.3,,French restaurant,"11 Rue Jean Mermoz, 75008 Paris 8",stylish restaurant serving mediterranean cuisine plus 2 bar including one vaulted cellar spent wonderful birthday restaurant thank much service server top always lécoute make u spend good evening recommend restaurant well located paris clean thank youvery good restaurant le risotto aux gamba excellent entrance dessert also nice server calmenrecommanded atmosphere warm atmosphere ideal dinner friendsnla emma waitress attentive able advise u perfect wine accompany meal haveafter great time friend restaurant dish excellent delicious cocktail top team come back without hesitation must admit pleasantly surprised much decor music important dish French restaurant
Le Sens Unique,4.5,,French restaurant,"47 Rue de Ponthieu, 75008 Paris 8",chic restaurant wine bar serving highend meal drink plush bricklined surroundings respect tradition culture mixed conviviality offer unique experience simply magnificent table excellent parisian discovery place cozy fit perfectly home traditional cuisine moreover dish service everything isfriendly address nestled rue de ponthieu feel restaurant unmistakably demonstrates discriminatory prejudiced attitude tooward customer asian descent shall return solely due reprehensible treatte also also becauself deplorablymake address single sense one classic much team top smiling effective kitchen excellent evening chance eat duck terrine followed candied duck leg theargot delicious special theday also deliciousjai well eatencest good restaurant French restaurant
Le Coin du Rocher - Paris,4.7,40.0,Restaurant,"88 Rue du Rocher, 75008 Paris 8","good address eat french well -friendly, friendly friendly, good time, good time eating simple dish good really asking safe bet never disappointed dish todaythe house trippes prepared pattern succulent well caramel cream reminds mother warm family brewery savouresennn real favorite typical brasserie laccueil bos Restaurant"
Citrus,4.6,,French restaurant,"52 Rue de Miromesnil, 75008 Paris 8",retrostyle restaurant patio offering traditional provencal mediterranean cuisine pleasant elegant restaurant nice cozy really ideal dintrical patio want discus quietly although lotablissement also offer darranger large table group nice restaurant miromesnil district cozy frame nice service sometimes wholelittle longndans lassiette dish creative even retaining midday formula nice restaurant well located recommend dinner daffaires chic date cocktail delicious card exceptional said price rather high butjustifiable considering themplacement terrace service good welcome server restaurant charming covered exterior nicely decorated plantsnle cocktail xa0sous lolivierxa0 really huge rather bad place nice cosynles saintjacques excellentand lassiette beautiful color balanced star martini porn French restaurant
Le Boissy d'Anglas,4.5,,Restaurant,"41 Rue Boissy d'Anglas, 75008 Paris 8",delicious meal ordered grilled fish rice followed chocolate mousse impeccublic cooked presented beautifully designed space friendly welcoming owner staff place dune dune beauté cozy synt.very comfortable living room well installed gilles vérot gilles excellent fish perfectly cooked tasty good level chablis wonderful restaurant everything carefully prepared customer typical parisian lambing special mention manager offered megraciously pair shoe mine missing good surprise memorable memory good restaurant asbestos warm cozy impeccable friendly service delighted highly recommend Restaurant
Le Drugstore,4.6,,Brasserie,"133 Av. des Champs-Élysées, 75008 Paris 8",inventive dish asian american influence served sophisticated locale take place around kitchen beautiful spectacle meal greedy multiple restaurant good qualitynun good choice qualitative dish teatime thousand leaf certainly little expensive 18 excellent light serviceis pleasant attentive course location ideal field welcomed frankly food bonnenjai took delicious chicken supreme friend great time yestriumphs service great excellent dj danced well Brasserie
Bistrot Marloe Paris,4.4,,French restaurant,"12 rue du Commandant Rivière, 10 Rue d'Artois, 75008 Paris 8","upmarket restaurant serving elevated take traditional cuisine amid retrostyle surround magnificent parisian brasserie nice decor neighborhood close great address professional nice service quality dish top excellent value money far tourist catch élysées table quality beautiful mastery cooking beautiful piece ofsoft cod matching vegetable well roasted price reasonable price service would come back, bonnpar term standing several small thing could improved dish delicious framework nickel service noisy second passin 7 day caring necessary lassiet joy perfectly cooked monkfish placed risotto French restaurant"
Rigoletto,4.9,30.0,Italian restaurant,"81 Rue du Rocher, 75008 Paris 8",beautiful decoration gourmet cuisine revisits great classic went group dish delicious address keep share restaurant superb warm welcome personal personal good quality value money nice discovery italian restaurantbeautiful superb anti -pastille card lunguini pasta seafood pasta succulent gorgonzola brief top table 7 reserved lunch team everyone delighted pizza delicious scented carbonora pasta also worth goodaddress pleasant service coherent price legard quality dish review gourmet dessert generous good dinner spent small quiet comfortable restaurant ideal shared moment friendly friendly considerate pleasant atmosphere careful decorationrefined cuisine special mention Italian restaurant
Lafayette's restaurant rue d'Anjou,4.4,100.0,Restaurant,"8 Rue d'Anjou, 75008 Paris 8",historic house offering french dish refined cozy setting celebrated lannwriter two cowling friend beautiful perfect discussing thursday evening beautiful background music right volume spent unforgettable moment friend restaurant reserve pantry fair thiswho made lexperience even special setting magnificent perfect finding intimate atmosphere magical experience sansfaute start finnnle place absolutely sublime unique atmosphere magical experience contrast dantan latmosphere decorationmodern created captivating atmosphere captivating music especially generation change anything exceptional playlist nle frame card service everything perfect beautiful restaurant tested Restaurant
Zo,4.2,,Mediterranean restaurant,"13 Rue Montalivet, 75008 Paris 8",sushi refined bistro dish cocktail elegant space brassclad bar asian motif warm pleasant musical atmosphere although strong delicious cuisine damage make map sushi lété good pasta dish especially excellent tiramisu nice establishment original zen atmosphere concept la cuisine offer two type dishesjapanese far traditional bobunsramen sushi mediterranean type far tajines Mediterranean restaurant
Cena Paris,4.4,,Restaurant,"23 Rue Treilhard, 75008 Paris 8",best restaurant neighborhood finally original kitchen card change every week dexcending quality product add 6th star impeccable service kindness team beautiful welcome service top without fuss really feel tolaise loved wine suggested personally big crush crunchy especially leaf marinated miso must guest little disappointed moment chef pascal barbot residence cena experience concern lunch Restaurant
Chez Savy,4.2,,French restaurant,"23 Rue Bayard, 75008 Paris 8",typical fare whitetablecloth locale vintage art deco style interior dating 1923 incredible evening really enjoyed thought like menu ate everything delight portion generous appetizing food special mention brilliant staff restaurant restaurant step champ élysées fan montaignein art deco style typical french dish generous marrow share real parisian bistro little dated terrace glass recommended server server real cinema mouth impeccable professionalismreserved quickly installed French restaurant
Chez André,4.1,,Bistro,"12 Rue Marbeuf, 75008 Paris 8",bistro staple like tartare confit duck sole meunière elegant space sidewalk table came brother canadian friend without reservation table fairly quickly around 9:30 p.m. nice discovery impeccable service nice naturally pleasant staff finally parisian restaurant sympathy team servicereconcilies non -challence certain delicious cuisine even child menu good quality rare french bistro lath quality ok despite tourist location strong waitress super reactive mini remarkon bar amount fish price bit fair otherwise everything ok Bistro
Apicius,4.4,100.0,Haute French restaurant,"20 Rue d'Artois, 75008 Paris 8",highconcept dish offered luxurious fine dining destination spacious leafy terrace pleasure dinner apicius lexpérience restaurant exceptional quality food remarkable magnificent setting restaurant added additional dimension privileged moment finally sumptuous setting absolutely impeccable service magnificent really like isgreat service also good bring friend back leach Haute French restaurant
L'Annexe,4.8,30.0,Restaurant,"41 Rue de Courcelles, 75008 Paris 8",pleasure eat two recovery stay paris evening noon well received quick service delighted highly recommend great moment good dish cooking love passion super niceand wife super cabbage kitchen want mountain thank haut savoyard super moment spent lannexe delicious quality meal everything homemade relaxed atmosphere come back delight u dish offered Restaurant
À la Châtaigne,4.5,40.0,French restaurant,"22 Rue de Miromesnil, 75008 Paris 8",creative artfully plated take corsican specialty plus island wine understated space really superb dinner pleasant staff pro fast service many discovered corsican specialty real culinary trip really good generous bravo team super dinner restaurant corsican nle boar frankly excellent fast pleasant servicehighly recommend came last night last minute without reservation dinner three luckily table still available meal delicious fresh quality product accompanied excellent wine dune French restaurant
Le Petit George,4.7,,French restaurant,"37 Rue Washington, 75008 Paris 8",perfect service small flat concerning cooking two main dish cooking correct monkfish bar slightly cooked flesh little dry quality fairly generous endeage efficient entry served little cold damage mushroom atmospherea little noisy happy dinner welcome bos nice server original dish good generous friendly location good duck breast gratin dauphinois accompanied small foie gras sauce delight imagine surprisewell rated establishment present well respect imagined reason bourgeois appearance reassuring langoustine must fresh monday error daubees French restaurant
Le Chiberta,4.3,100.0,Restaurant,"3 Rue Arsène Houssaye, 75008 Paris 8","tasting menu inventive french dish wine pairing sleek space bold red accent faultless kitchen, presentation texture color course taste taken caviar tasting menu disappointed great moment nothing say laccueil service dish wewe tasted everything perfect one restaurant guy savoy safe bet day wandering street capital sweetness saturate chiberta caught elegant nevertheless modern mild atmosphere although isnot first little discovery home home impeccable service value basic excellentnu moment celebrate birthday muffled atmosphere warmth excellent evening excellent modern refined intimatenumbance pleasant Restaurant"
